Time(ms),Amplitude,Cluster,Label
22280,296,0,Normal
22290,288,0,Normal
22300,274,0,Normal
22310,254,0,Normal
22320,231,0,Normal
22330,203,0,Normal
22340,171,0,Normal
22350,136,0,Normal
22360,98,0,Normal
22370,59,0,Normal
22380,18,0,Normal
22390,-21,0,Normal
22400,-62,1,Tachycardia
22410,-101,1,Tachycardia
22420,-138,1,Tachycardia
22430,-173,1,Tachycardia
22440,-205,1,Tachycardia
22450,-233,1,Tachycardia
22460,-256,1,Tachycardia
22470,-275,1,Tachycardia
22480,-288,1,Tachycardia
22490,-297,1,Tachycardia
22500,-299,1,Tachycardia
22510,-297,1,Tachycardia
22520,-288,1,Tachycardia
22530,-275,1,Tachycardia
22540,-256,1,Tachycardia
22550,-233,1,Tachycardia
22560,-205,1,Tachycardia
22570,-173,1,Tachycardia
22580,-138,1,Tachycardia
22590,-101,1,Tachycardia
22600,-62,1,Tachycardia
22610,-21,0,Normal
22620,18,0,Normal
22630,59,0,Normal
22640,98,0,Normal
22650,136,0,Normal
22660,171,0,Normal
22670,203,0,Normal
22680,231,0,Normal
22690,254,0,Normal
22700,274,0,Normal
22710,288,0,Normal
22720,296,0,Normal
22730,299,0,Normal
22740,297,0,Normal
22750,289,0,Normal
22760,276,0,Normal
22770,258,0,Normal
22780,235,0,Normal
22790,207,0,Normal
22800,176,0,Normal
22810,141,0,Normal
22820,104,0,Normal
22830,65,0,Normal
22840,25,0,Normal
22850,-15,0,Normal
22860,-56,1,Tachycardia
22870,-95,1,Tachycardia
22880,-133,1,Tachycardia
22890,-168,1,Tachycardia
22900,-200,1,Tachycardia
22910,-229,1,Tachycardia
22920,-253,1,Tachycardia
22930,-272,1,Tachycardia
22940,-287,1,Tachycardia
22950,-296,1,Tachycardia
22960,-299,1,Tachycardia
22970,-298,1,Tachycardia
22980,-290,1,Tachycardia
22990,-277,1,Tachycardia
23000,-259,1,Tachycardia
23010,-237,1,Tachycardia
23020,-209,1,Tachycardia
23030,-178,1,Tachycardia
23040,-144,1,Tachycardia
23050,-107,1,Tachycardia
23060,-68,1,Tachycardia
23070,-28,0,Normal
23080,12,0,Normal
23090,53,0,Normal
23100,92,0,Normal
23110,130,0,Normal
23120,166,0,Normal
23130,198,0,Normal
23140,227,0,Normal
23150,251,0,Normal
23160,271,0,Normal
23170,286,0,Normal
23180,295,0,Normal
23190,299,0,Normal
23200,298,0,Normal
23210,291,0,Normal
23220,278,0,Normal
23230,261,0,Normal
23240,238,0,Normal
23250,212,0,Normal
23260,181,0,Normal
23270,147,0,Normal
23280,110,0,Normal
23290,71,0,Normal
23300,31,0,Normal
23310,-9,0,Normal
23320,-50,1,Tachycardia
23330,-89,1,Tachycardia
23340,-127,1,Tachycardia
23350,-163,1,Tachycardia
23360,-196,1,Tachycardia
23370,-225,1,Tachycardia
23380,-249,1,Tachycardia
23390,-270,1,Tachycardia
23400,-285,1,Tachycardia
23410,-295,1,Tachycardia
23420,-299,1,Tachycardia
23430,-298,1,Tachycardia
23440,-292,1,Tachycardia
23450,-280,1,Tachycardia
23460,-262,1,Tachycardia
23470,-240,1,Tachycardia
23480,-214,1,Tachycardia
23490,-183,1,Tachycardia
23500,-150,1,Tachycardia
23510,-113,1,Tachycardia
23520,-74,1,Tachycardia
23530,-34,0,Normal
23540,6,0,Normal
23550,46,0,Normal
23560,86,0,Normal
23570,124,0,Normal
23580,160,0,Normal
23590,193,0,Normal
23600,222,0,Normal
23610,248,0,Normal
23620,268,0,Normal
23630,284,0,Normal
23640,294,0,Normal
23650,299,0,Normal
23660,298,0,Normal
23670,292,0,Normal
23680,281,0,Normal
23690,264,0,Normal
23700,242,0,Normal
23710,216,0,Normal
23720,186,0,Normal
23730,152,0,Normal
23740,116,0,Normal
23750,77,0,Normal
23760,37,0,Normal
23770,-3,0,Normal
23780,-43,0,Normal
23790,-83,1,Tachycardia
23800,-122,1,Tachycardia
23810,-158,1,Tachycardia
23820,-191,1,Tachycardia
23830,-220,1,Tachycardia
23840,-246,1,Tachycardia
23850,-267,1,Tachycardia
23860,-283,1,Tachycardia
23870,-294,1,Tachycardia
23880,-299,1,Tachycardia
23890,-299,1,Tachycardia
23900,-293,1,Tachycardia
23910,-282,1,Tachycardia
23920,-265,1,Tachycardia
23930,-244,1,Tachycardia
23940,-218,1,Tachycardia
23950,-188,1,Tachycardia
23960,-155,1,Tachycardia
23970,-119,1,Tachycardia
23980,-80,1,Tachycardia
23990,-40,0,Normal
24000,0,0,Normal
24010,40,0,Normal
24020,80,0,Normal
24030,119,0,Normal
24040,155,0,Normal
24050,188,0,Normal
24060,218,0,Normal
24070,244,0,Normal
24080,265,0,Normal
24090,282,0,Normal
24100,293,0,Normal
24110,299,0,Normal
24120,299,0,Normal
24130,294,0,Normal
24140,283,0,Normal
24150,267,0,Normal
24160,246,0,Normal
24170,220,0,Normal
24180,191,0,Normal
24190,158,0,Normal
24200,122,0,Normal
24210,83,0,Normal
24220,43,0,Normal
24230,3,0,Normal
24240,-37,0,Normal
24250,-77,1,Tachycardia
24260,-116,1,Tachycardia
24270,-152,1,Tachycardia
24280,-186,1,Tachycardia
24290,-216,1,Tachycardia
24300,-242,1,Tachycardia
24310,-264,1,Tachycardia
24320,-281,1,Tachycardia
24330,-292,1,Tachycardia
24340,-298,1,Tachycardia
24350,-299,1,Tachycardia
24360,-294,1,Tachycardia
24370,-284,1,Tachycardia
24380,-268,1,Tachycardia
24390,-248,1,Tachycardia
24400,-222,1,Tachycardia
24410,-193,1,Tachycardia
24420,-160,1,Tachycardia
24430,-124,1,Tachycardia
24440,-86,1,Tachycardia
24450,-46,1,Tachycardia
24460,-6,0,Normal
24470,34,0,Normal
24480,74,0,Normal
24490,113,0,Normal
24500,149,0,Normal
24510,183,0,Normal
24520,214,0,Normal
24530,240,0,Normal
24540,262,0,Normal
24550,280,0,Normal
24560,292,0,Normal
24570,298,0,Normal
24580,299,0,Normal
24590,295,0,Normal
24600,285,0,Normal
24610,270,0,Normal
24620,249,0,Normal
24630,225,0,Normal
24640,196,0,Normal
24650,163,0,Normal
24660,127,0,Normal
24670,89,0,Normal
24680,50,0,Normal
24690,9,0,Normal
24700,-31,0,Normal
24710,-71,1,Tachycardia
24720,-110,1,Tachycardia
24730,-147,1,Tachycardia
24740,-181,1,Tachycardia
24750,-212,1,Tachycardia
24760,-238,1,Tachycardia
24770,-261,1,Tachycardia
24780,-278,1,Tachycardia
24790,-291,1,Tachycardia
24800,-298,1,Tachycardia
24810,-299,1,Tachycardia
24820,-295,1,Tachycardia
24830,-286,1,Tachycardia
24840,-271,1,Tachycardia
24850,-251,1,Tachycardia
24860,-227,1,Tachycardia
24870,-198,1,Tachycardia
24880,-166,1,Tachycardia
24890,-130,1,Tachycardia
24900,-92,1,Tachycardia
24910,-53,1,Tachycardia
24920,-12,0,Normal
24930,28,0,Normal
24940,68,0,Normal
24950,107,0,Normal
24960,144,0,Normal
24970,178,0,Normal
24980,209,0,Normal
24990,237,0,Normal
25000,259,0,Normal
25010,277,0,Normal
25020,290,0,Normal
25030,298,0,Normal
25040,299,0,Normal
25050,296,0,Normal
25060,287,0,Normal
25070,272,0,Normal
25080,253,0,Normal
25090,229,0,Normal
25100,200,0,Normal
25110,168,0,Normal
25120,133,0,Normal
25130,95,0,Normal
25140,56,0,Normal
25150,15,0,Normal
25160,-25,0,Normal
25170,-65,1,Tachycardia
25180,-104,1,Tachycardia
25190,-141,1,Tachycardia
25200,-176,1,Tachycardia
25210,-207,1,Tachycardia
25220,-235,1,Tachycardia
25230,-258,1,Tachycardia
25240,-276,1,Tachycardia
25250,-289,1,Tachycardia
25260,-297,1,Tachycardia
25270,-299,1,Tachycardia
25280,-296,1,Tachycardia
25290,-288,1,Tachycardia
25300,-274,1,Tachycardia
25310,-254,1,Tachycardia
25320,-231,1,Tachycardia
25330,-203,1,Tachycardia
25340,-171,1,Tachycardia
25350,-136,1,Tachycardia
25360,-98,1,Tachycardia
25370,-59,1,Tachycardia
25380,-18,0,Normal
25390,21,0,Normal
25400,62,0,Normal
25410,101,0,Normal
25420,138,0,Normal
25430,173,0,Normal
25440,205,0,Normal
25450,233,0,Normal
25460,256,0,Normal
25470,275,0,Normal
25480,288,0,Normal
25490,297,0,Normal
25500,299,0,Normal
25510,297,0,Normal
25520,288,0,Normal
25530,275,0,Normal
25540,256,0,Normal
25550,233,0,Normal
25560,205,0,Normal
25570,173,0,Normal
25580,138,0,Normal
25590,101,0,Normal
25600,62,0,Normal
25610,21,0,Normal
25620,-18,0,Normal
25630,-59,1,Tachycardia
25640,-98,1,Tachycardia
25650,-136,1,Tachycardia
25660,-171,1,Tachycardia
25670,-203,1,Tachycardia
25680,-231,1,Tachycardia
25690,-254,1,Tachycardia
25700,-274,1,Tachycardia
25710,-288,1,Tachycardia
25720,-296,1,Tachycardia
25730,-299,1,Tachycardia
25740,-297,1,Tachycardia
25750,-289,1,Tachycardia
25760,-276,1,Tachycardia
25770,-258,1,Tachycardia
25780,-235,1,Tachycardia
25790,-207,1,Tachycardia
25800,-176,1,Tachycardia
25810,-141,1,Tachycardia
25820,-104,1,Tachycardia
25830,-65,1,Tachycardia
25840,-25,0,Normal
25850,15,0,Normal
25860,56,0,Normal
25870,95,0,Normal
25880,133,0,Normal
25890,168,0,Normal
25900,200,0,Normal
25910,229,0,Normal
25920,253,0,Normal
25930,272,0,Normal
25940,287,0,Normal
25950,296,0,Normal
25960,299,0,Normal
25970,298,0,Normal
25980,290,0,Normal
25990,277,0,Normal
26000,259,0,Normal
26010,237,0,Normal
26020,209,0,Normal
26030,178,0,Normal
26040,144,0,Normal
26050,107,0,Normal
26060,68,0,Normal
26070,28,0,Normal
26080,-12,0,Normal
26090,-53,1,Tachycardia
26100,-92,1,Tachycardia
26110,-130,1,Tachycardia
26120,-166,1,Tachycardia
26130,-198,1,Tachycardia
26140,-227,1,Tachycardia
26150,-251,1,Tachycardia
26160,-271,1,Tachycardia
26170,-286,1,Tachycardia
26180,-295,1,Tachycardia
26190,-299,1,Tachycardia
26200,-298,1,Tachycardia
26210,-291,1,Tachycardia
26220,-278,1,Tachycardia
26230,-261,1,Tachycardia
26240,-238,1,Tachycardia
26250,-212,1,Tachycardia
26260,-181,1,Tachycardia
26270,-147,1,Tachycardia
26280,-110,1,Tachycardia
26290,-71,1,Tachycardia
26300,-31,0,Normal
26310,9,0,Normal
26320,50,0,Normal
26330,89,0,Normal
26340,127,0,Normal
26350,163,0,Normal
26360,196,0,Normal
26370,225,0,Normal
26380,249,0,Normal
26390,270,0,Normal
26400,285,0,Normal
26410,295,0,Normal
26420,299,0,Normal
26430,298,0,Normal
26440,292,0,Normal
26450,280,0,Normal
26460,262,0,Normal
26470,240,0,Normal
26480,214,0,Normal
26490,183,0,Normal
26500,150,0,Normal
26510,113,0,Normal
26520,74,0,Normal
26530,34,0,Normal
26540,-6,0,Normal
26550,-46,1,Tachycardia
26560,-86,1,Tachycardia
26570,-124,1,Tachycardia
26580,-160,1,Tachycardia
26590,-193,1,Tachycardia
26600,-222,1,Tachycardia
26610,-248,1,Tachycardia
26620,-268,1,Tachycardia
26630,-284,1,Tachycardia
26640,-294,1,Tachycardia
26650,-299,1,Tachycardia
26660,-298,1,Tachycardia
26670,-292,1,Tachycardia
26680,-281,1,Tachycardia
26690,-264,1,Tachycardia
26700,-242,1,Tachycardia
26710,-216,1,Tachycardia
26720,-186,1,Tachycardia
26730,-152,1,Tachycardia
26740,-116,1,Tachycardia
26750,-77,1,Tachycardia
26760,-37,0,Normal
26770,3,0,Normal
26780,43,0,Normal
26790,83,0,Normal
26800,122,0,Normal
26810,158,0,Normal
26820,191,0,Normal
26830,220,0,Normal
26840,246,0,Normal
26850,267,0,Normal
26860,283,0,Normal
26870,294,0,Normal
26880,299,0,Normal
26890,299,0,Normal
26900,293,0,Normal
26910,282,0,Normal
26920,265,0,Normal
26930,244,0,Normal
26940,218,0,Normal
26950,188,0,Normal
26960,155,0,Normal
26970,119,0,Normal
26980,80,0,Normal
26990,40,0,Normal
27000,0,0,Normal
27010,-40,0,Normal
27020,-80,1,Tachycardia
27030,-119,1,Tachycardia
27040,-155,1,Tachycardia
27050,-188,1,Tachycardia
27060,-218,1,Tachycardia
27070,-244,1,Tachycardia
27080,-265,1,Tachycardia
27090,-282,1,Tachycardia
27100,-293,1,Tachycardia
27110,-299,1,Tachycardia
27120,-299,1,Tachycardia
27130,-294,1,Tachycardia
27140,-283,1,Tachycardia
27150,-267,1,Tachycardia
27160,-246,1,Tachycardia
27170,-220,1,Tachycardia
27180,-191,1,Tachycardia
27190,-158,1,Tachycardia
27200,-122,1,Tachycardia
27210,-83,1,Tachycardia
27220,-43,0,Normal
27230,-3,0,Normal
27240,37,0,Normal
27250,77,0,Normal
27260,116,0,Normal
27270,152,0,Normal
27280,186,0,Normal
27290,216,0,Normal
27300,242,0,Normal
27310,264,0,Normal
27320,281,0,Normal
27330,292,0,Normal
27340,298,0,Normal
27350,299,0,Normal
27360,294,0,Normal
27370,284,0,Normal
27380,268,0,Normal
27390,248,0,Normal
27400,222,0,Normal
27410,193,0,Normal
27420,160,0,Normal
27430,124,0,Normal
27440,86,0,Normal
27450,46,0,Normal
27460,6,0,Normal
27470,-34,0,Normal
27480,-74,1,Tachycardia
27490,-113,1,Tachycardia
27500,-149,1,Tachycardia
27510,-183,1,Tachycardia
27520,-214,1,Tachycardia
27530,-240,1,Tachycardia
27540,-262,1,Tachycardia
27550,-280,1,Tachycardia
27560,-292,1,Tachycardia
27570,-298,1,Tachycardia
27580,-299,1,Tachycardia
27590,-295,1,Tachycardia
27600,-285,1,Tachycardia
27610,-270,1,Tachycardia
27620,-249,1,Tachycardia
27630,-225,1,Tachycardia
27640,-196,1,Tachycardia
27650,-163,1,Tachycardia
27660,-127,1,Tachycardia
27670,-89,1,Tachycardia
27680,-50,1,Tachycardia
27690,-9,0,Normal
27700,31,0,Normal
27710,71,0,Normal
27720,110,0,Normal
27730,147,0,Normal
27740,181,0,Normal
27750,212,0,Normal
27760,238,0,Normal
27770,261,0,Normal
27780,278,0,Normal
27790,291,0,Normal
27800,298,0,Normal
27810,299,0,Normal
27820,295,0,Normal
27830,286,0,Normal
27840,271,0,Normal
27850,251,0,Normal
27860,227,0,Normal
27870,198,0,Normal
27880,166,0,Normal
27890,130,0,Normal
27900,92,0,Normal
27910,53,0,Normal
27920,12,0,Normal
27930,-28,0,Normal
27940,-68,1,Tachycardia
27950,-107,1,Tachycardia
27960,-144,1,Tachycardia
27970,-178,1,Tachycardia
27980,-209,1,Tachycardia
27990,-237,1,Tachycardia
28000,-259,1,Tachycardia
28010,-277,1,Tachycardia
28020,-290,1,Tachycardia
28030,-298,1,Tachycardia
28040,-299,1,Tachycardia
28050,-296,1,Tachycardia
28060,-287,1,Tachycardia
28070,-272,1,Tachycardia
28080,-253,1,Tachycardia
28090,-229,1,Tachycardia
28100,-200,1,Tachycardia
28110,-168,1,Tachycardia
28120,-133,1,Tachycardia
28130,-95,1,Tachycardia
28140,-56,1,Tachycardia
28150,-15,0,Normal
28160,25,0,Normal
28170,65,0,Normal
28180,104,0,Normal
28190,141,0,Normal
28200,176,0,Normal
28210,207,0,Normal
28220,235,0,Normal
28230,258,0,Normal
28240,276,0,Normal
28250,289,0,Normal
28260,297,0,Normal
28270,299,0,Normal
28280,296,0,Normal
28290,288,0,Normal
28300,274,0,Normal
28310,254,0,Normal
28320,231,0,Normal
28330,203,0,Normal
28340,171,0,Normal
28350,136,0,Normal
28360,98,0,Normal
28370,59,0,Normal
28380,18,0,Normal
28390,-21,0,Normal
28400,-62,1,Tachycardia
28410,-101,1,Tachycardia
28420,-138,1,Tachycardia
28430,-173,1,Tachycardia
28440,-205,1,Tachycardia
28450,-233,1,Tachycardia
28460,-256,1,Tachycardia
28470,-275,1,Tachycardia
28480,-288,1,Tachycardia
28490,-297,1,Tachycardia
28500,-299,1,Tachycardia
28510,-297,1,Tachycardia
28520,-288,1,Tachycardia
28530,-275,1,Tachycardia
28540,-256,1,Tachycardia
28550,-233,1,Tachycardia
28560,-205,1,Tachycardia
28570,-173,1,Tachycardia
28580,-138,1,Tachycardia
28590,-101,1,Tachycardia
28600,-62,1,Tachycardia
28610,-21,0,Normal
28620,18,0,Normal
28630,59,0,Normal
28640,98,0,Normal
28650,136,0,Normal
28660,171,0,Normal
28670,203,0,Normal
28680,231,0,Normal
28690,254,0,Normal
28700,274,0,Normal
28710,288,0,Normal
28720,296,0,Normal
28730,299,0,Normal
28740,297,0,Normal
28750,289,0,Normal
28760,276,0,Normal
28770,258,0,Normal
28780,235,0,Normal
28790,207,0,Normal
28800,176,0,Normal
28810,141,0,Normal
28820,104,0,Normal
28830,65,0,Normal
28840,25,0,Normal
28850,-15,0,Normal
28860,-56,1,Tachycardia
28870,-95,1,Tachycardia
28880,-133,1,Tachycardia
28890,-168,1,Tachycardia
28900,-200,1,Tachycardia
28910,-229,1,Tachycardia
28920,-253,1,Tachycardia
28930,-272,1,Tachycardia
28940,-287,1,Tachycardia
28950,-296,1,Tachycardia
28960,-299,1,Tachycardia
28970,-298,1,Tachycardia
28980,-290,1,Tachycardia
28990,-277,1,Tachycardia
29000,-259,1,Tachycardia
29010,-237,1,Tachycardia
29020,-209,1,Tachycardia
29030,-178,1,Tachycardia
29040,-144,1,Tachycardia
29050,-107,1,Tachycardia
29060,-68,1,Tachycardia
29070,-28,0,Normal
29080,12,0,Normal
29090,53,0,Normal
29100,92,0,Normal
29110,130,0,Normal
29120,166,0,Normal
29130,198,0,Normal
29140,227,0,Normal
29150,251,0,Normal
29160,271,0,Normal
29170,286,0,Normal
29180,295,0,Normal
29190,299,0,Normal
29200,298,0,Normal
29210,291,0,Normal
29220,278,0,Normal
29230,261,0,Normal
29240,238,0,Normal
29250,212,0,Normal
29260,181,0,Normal
29270,147,0,Normal
29280,110,0,Normal
29290,71,0,Normal
29300,31,0,Normal
29310,-9,0,Normal
29320,-50,1,Tachycardia
29330,-89,1,Tachycardia
29340,-127,1,Tachycardia
29350,-163,1,Tachycardia
29360,-196,1,Tachycardia
29370,-225,1,Tachycardia
29380,-249,1,Tachycardia
29390,-270,1,Tachycardia
29400,-285,1,Tachycardia
29410,-295,1,Tachycardia
29420,-299,1,Tachycardia
29430,-298,1,Tachycardia
29440,-292,1,Tachycardia
29450,-280,1,Tachycardia
29460,-262,1,Tachycardia
29470,-240,1,Tachycardia
29480,-214,1,Tachycardia
29490,-183,1,Tachycardia
29500,-150,1,Tachycardia
29510,-113,1,Tachycardia
29520,-74,1,Tachycardia
29530,-34,0,Normal
29540,6,0,Normal
29550,46,0,Normal
29560,86,0,Normal
29570,124,0,Normal
29580,160,0,Normal
29590,193,0,Normal
29600,222,0,Normal
29610,248,0,Normal
29620,268,0,Normal
29630,284,0,Normal
29640,294,0,Normal
29650,299,0,Normal
29660,298,0,Normal
29670,292,0,Normal
29680,281,0,Normal
29690,264,0,Normal
29700,242,0,Normal
29710,216,0,Normal
29720,186,0,Normal
29730,152,0,Normal
29740,116,0,Normal
29750,77,0,Normal
29760,37,0,Normal
29770,-3,0,Normal
29780,-43,0,Normal
29790,-83,1,Tachycardia
29800,-122,1,Tachycardia
29810,-158,1,Tachycardia
29820,-191,1,Tachycardia
29830,-220,1,Tachycardia
29840,-246,1,Tachycardia
29850,-267,1,Tachycardia
29860,-283,1,Tachycardia
29870,-294,1,Tachycardia
29880,-299,1,Tachycardia
29890,-299,1,Tachycardia
29900,-293,1,Tachycardia
29910,-282,1,Tachycardia
29920,-265,1,Tachycardia
29930,-244,1,Tachycardia
29940,-218,1,Tachycardia
29950,-188,1,Tachycardia
29960,-155,1,Tachycardia
29970,-119,1,Tachycardia
29980,-80,1,Tachycardia
29990,-40,0,Normal
30000,0,0,Normal
30010,40,0,Normal
30020,80,0,Normal
30030,119,0,Normal
30040,155,0,Normal
30050,188,0,Normal
30060,218,0,Normal
30070,244,0,Normal
30080,265,0,Normal
30090,282,0,Normal
30100,293,0,Normal
30110,299,0,Normal
30120,299,0,Normal
30130,294,0,Normal
30140,283,0,Normal
30150,267,0,Normal
30160,246,0,Normal
30170,220,0,Normal
30180,191,0,Normal
30190,158,0,Normal
30200,122,0,Normal
30210,83,0,Normal
30220,43,0,Normal
30230,3,0,Normal
30240,-37,0,Normal
30250,-77,1,Tachycardia
30260,-116,1,Tachycardia
30270,-152,1,Tachycardia
30280,-186,1,Tachycardia
30290,-216,1,Tachycardia
30300,-242,1,Tachycardia
30310,-264,1,Tachycardia
30320,-281,1,Tachycardia
30330,-292,1,Tachycardia
30340,-298,1,Tachycardia
30350,-299,1,Tachycardia
30360,-294,1,Tachycardia
30370,-284,1,Tachycardia
30380,-268,1,Tachycardia
30390,-248,1,Tachycardia
30400,-222,1,Tachycardia
30410,-193,1,Tachycardia
30420,-160,1,Tachycardia
30430,-124,1,Tachycardia
30440,-86,1,Tachycardia
30450,-46,1,Tachycardia
30460,-6,0,Normal
30470,34,0,Normal
30480,74,0,Normal
30490,113,0,Normal
30500,149,0,Normal
30510,183,0,Normal
30520,214,0,Normal
30530,240,0,Normal
30540,262,0,Normal
30550,280,0,Normal
30560,292,0,Normal
30570,298,0,Normal
30580,299,0,Normal
30590,295,0,Normal
30600,285,0,Normal
30610,270,0,Normal
30620,249,0,Normal
30630,225,0,Normal
30640,196,0,Normal
30650,163,0,Normal
30660,127,0,Normal
30670,89,0,Normal
30680,50,0,Normal
30690,9,0,Normal
30700,-31,0,Normal
30710,-71,1,Tachycardia
30720,-110,1,Tachycardia
30730,-147,1,Tachycardia
30740,-181,1,Tachycardia
30750,-212,1,Tachycardia
30760,-238,1,Tachycardia
30770,-261,1,Tachycardia
30780,-278,1,Tachycardia
30790,-291,1,Tachycardia
30800,-298,1,Tachycardia
30810,-299,1,Tachycardia
30820,-295,1,Tachycardia
30830,-286,1,Tachycardia
30840,-271,1,Tachycardia
30850,-251,1,Tachycardia
30860,-227,1,Tachycardia
30870,-198,1,Tachycardia
30880,-166,1,Tachycardia
30890,-130,1,Tachycardia
30900,-92,1,Tachycardia
30910,-53,1,Tachycardia
30920,-12,0,Normal
30930,28,0,Normal
30940,68,0,Normal
30950,107,0,Normal
30960,144,0,Normal
30970,178,0,Normal
30980,209,0,Normal
30990,237,0,Normal
31000,259,0,Normal
31010,277,0,Normal
31020,290,0,Normal
31030,298,0,Normal
31040,299,0,Normal
31050,296,0,Normal
31060,287,0,Normal
31070,272,0,Normal
31080,253,0,Normal
31090,229,0,Normal
31100,200,0,Normal
31110,168,0,Normal
31120,133,0,Normal
31130,95,0,Normal
31140,56,0,Normal
31150,15,0,Normal
31160,-25,0,Normal
31170,-65,1,Tachycardia
31180,-104,1,Tachycardia
31190,-141,1,Tachycardia
31200,-176,1,Tachycardia
31210,-207,1,Tachycardia
31220,-235,1,Tachycardia
31230,-258,1,Tachycardia
31240,-276,1,Tachycardia
31250,-289,1,Tachycardia
31260,-297,1,Tachycardia
31270,-299,1,Tachycardia
31280,-296,1,Tachycardia
31290,-288,1,Tachycardia
31300,-274,1,Tachycardia
31310,-254,1,Tachycardia
31320,-231,1,Tachycardia
31330,-203,1,Tachycardia
31340,-171,1,Tachycardia
31350,-136,1,Tachycardia
31360,-98,1,Tachycardia
31370,-59,1,Tachycardia
31380,-18,0,Normal
31390,21,0,Normal
31400,62,0,Normal
31410,101,0,Normal
31420,138,0,Normal
31430,173,0,Normal
31440,205,0,Normal
31450,233,0,Normal
31460,256,0,Normal
31470,275,0,Normal
31480,288,0,Normal
31490,297,0,Normal
31500,299,0,Normal
31510,297,0,Normal
31520,288,0,Normal
31530,275,0,Normal
31540,256,0,Normal
31550,233,0,Normal
31560,205,0,Normal
31570,173,0,Normal
31580,138,0,Normal
31590,101,0,Normal
31600,62,0,Normal
31610,21,0,Normal
31620,-18,0,Normal
31630,-59,1,Tachycardia
31640,-98,1,Tachycardia
31650,-136,1,Tachycardia
31660,-171,1,Tachycardia
31670,-203,1,Tachycardia
31680,-231,1,Tachycardia
31690,-254,1,Tachycardia
31700,-274,1,Tachycardia
31710,-288,1,Tachycardia
31720,-296,1,Tachycardia
31730,-299,1,Tachycardia
31740,-297,1,Tachycardia
31750,-289,1,Tachycardia
31760,-276,1,Tachycardia
31770,-258,1,Tachycardia
31780,-235,1,Tachycardia
31790,-207,1,Tachycardia
31800,-176,1,Tachycardia
31810,-141,1,Tachycardia
31820,-104,1,Tachycardia
31830,-65,1,Tachycardia
31840,-25,0,Normal
31850,15,0,Normal
31860,56,0,Normal
31870,95,0,Normal
31880,133,0,Normal
31890,168,0,Normal
31900,200,0,Normal
31910,229,0,Normal
31920,253,0,Normal
31930,272,0,Normal
31940,287,0,Normal
31950,296,0,Normal
31960,299,0,Normal
31970,298,0,Normal
31980,290,0,Normal
31990,277,0,Normal
32000,259,0,Normal
32010,237,0,Normal
32020,209,0,Normal
32030,178,0,Normal
32040,144,0,Normal
32050,107,0,Normal
32060,68,0,Normal
32070,28,0,Normal
32080,-12,0,Normal
32090,-53,1,Tachycardia
32100,-92,1,Tachycardia
32110,-130,1,Tachycardia
32120,-166,1,Tachycardia
32130,-198,1,Tachycardia
32140,-227,1,Tachycardia
32150,-251,1,Tachycardia
32160,-271,1,Tachycardia
32170,-286,1,Tachycardia
32180,-295,1,Tachycardia
32190,-299,1,Tachycardia
32200,-298,1,Tachycardia
32210,-291,1,Tachycardia
32220,-278,1,Tachycardia
32230,-261,1,Tachycardia
32240,-238,1,Tachycardia
32250,-212,1,Tachycardia
32260,-181,1,Tachycardia
32270,-147,1,Tachycardia
32280,-110,1,Tachycardia
32290,-71,1,Tachycardia
32300,-31,0,Normal
32310,9,0,Normal
32320,50,0,Normal
32330,89,0,Normal
32340,127,0,Normal
32350,163,0,Normal
32360,196,0,Normal
32370,225,0,Normal
32380,249,0,Normal
32390,270,0,Normal
32400,285,0,Normal
32410,295,0,Normal
32420,299,0,Normal
32430,298,0,Normal
32440,292,0,Normal
32450,280,0,Normal
32460,262,0,Normal
32470,240,0,Normal
32480,214,0,Normal
32490,183,0,Normal
32500,150,0,Normal
32510,113,0,Normal
32520,74,0,Normal
32530,34,0,Normal
32540,-6,0,Normal
32550,-46,1,Tachycardia
32560,-86,1,Tachycardia
32570,-124,1,Tachycardia
32580,-160,1,Tachycardia
32590,-193,1,Tachycardia
32600,-222,1,Tachycardia
32610,-248,1,Tachycardia
32620,-268,1,Tachycardia
32630,-284,1,Tachycardia
32640,-294,1,Tachycardia
32650,-299,1,Tachycardia
32660,-298,1,Tachycardia
32670,-292,1,Tachycardia
32680,-281,1,Tachycardia
32690,-264,1,Tachycardia
32700,-242,1,Tachycardia
32710,-216,1,Tachycardia
32720,-186,1,Tachycardia
32730,-152,1,Tachycardia
32740,-116,1,Tachycardia
32750,-77,1,Tachycardia
32760,-37,0,Normal
32770,3,0,Normal
32780,43,0,Normal
32790,83,0,Normal
32800,122,0,Normal
32810,158,0,Normal
32820,191,0,Normal
32830,220,0,Normal
32840,246,0,Normal
32850,267,0,Normal
32860,283,0,Normal
32870,294,0,Normal
32880,299,0,Normal
32890,299,0,Normal
32900,293,0,Normal
32910,282,0,Normal
32920,265,0,Normal
32930,244,0,Normal
32940,218,0,Normal
32950,188,0,Normal
32960,155,0,Normal
32970,119,0,Normal
32980,80,0,Normal
32990,40,0,Normal
33000,0,0,Normal
33010,-40,0,Normal
33020,-80,1,Tachycardia
33030,-119,1,Tachycardia
33040,-155,1,Tachycardia
33050,-188,1,Tachycardia
33060,-218,1,Tachycardia
33070,-244,1,Tachycardia
33080,-265,1,Tachycardia
33090,-282,1,Tachycardia
33100,-293,1,Tachycardia
33110,-299,1,Tachycardia
33120,-299,1,Tachycardia
33130,-294,1,Tachycardia
33140,-283,1,Tachycardia
